order_id,customer_id,order_date,total_amount,payment_method,shipping_country
7813161,333014,2022-01-26,2715.21,PayPal,Mongolia
7828315,172605,2022-06-25,1706.59,Bank Transfer,Tokelau
4385356,1429332,2024-07-29,2790.92,Bank Transfer,Wallis and Futuna
5059421,292165,2023-07-30,1254.37,Credit Card,El Salvador
5443754,1502134,2024-11-07,3235.98,PayPal,Tanzania
7143400,223254,2021-11-13,1924.49,Cash,Martinique
495302,1752638,2024-07-11,0.0,Bank Transfer,Bangladesh
5236726,1670809,2023-05-07,419.0,Cash,Kiribati
7670235,722722,2024-01-19,3874.87,Credit Card,Macao
7260217,1990599,2024-03-30,4107.16,Credit Card,Luxembourg
6156135,1953960,2023-08-14,1358.68,PayPal,Israel
2197363,1209644,2021-10-06,816.16,PayPal,Cote d'Ivoire
7260625,1484120,2023-01-19,2964.76,Cash,Mongolia
2676008,35038,2022-09-18,909.24,PayPal,China
1735072,238009,2021-10-28,828.13,PayPal,Azerbaijan
5953731,1547072,2022-12-21,603.6,PayPal,Uruguay
7043887,1941679,2022-05-13,2397.48,Cash,Turkey
7915572,1148599,2024-04-04,1404.45,Bank Transfer,Norfolk Island
2320165,365267,2024-01-29,867.73,Credit Card,Cote d'Ivoire
1845307,999135,2025-04-22,1884.74,Credit Card,Cameroon
3967136,875770,2025-04-19,0.0,Credit Card,Ghana
2661099,1318474,2022-09-30,576.5,Bank Transfer,India
2170833,253251,2023-06-25,499.59,PayPal,Mozambique
7086369,1563163,2021-09-19,2245.5,Bank Transfer,Croatia
2242468,1655925,2025-08-17,553.7,Credit Card,Chile
3291099,1628364,2024-10-17,971.06,Bank Transfer,Chad
2861660,1784990,2024-01-05,1640.44,Credit Card,Tajikistan
5142349,1529934,2022-06-10,1073.07,Credit Card,Hong Kong
3927561,625057,2024-05-30,597.69,PayPal,Ireland
7159525,896925,2024-07-14,283.16,Cash,Belgium
27343,356214,2024-12-04,506.24,Bank Transfer,Wallis and Futuna
5346822,363295,2024-05-14,2617.24,PayPal,South Georgia and the South Sandwich Islands
7606083,1265560,2023-07-04,628.05,Credit Card,Turkey
3907817,70841,2022-01-01,89.31,Bank Transfer,Antigua and Barbuda
4014310,1929985,2025-05-06,2827.67,Bank Transfer,Burundi
6204024,936826,2023-03-24,1584.64,Bank Transfer,France
4723605,1779356,2022-03-22,3345.3,Bank Transfer,Saint Kitts and Nevis
4845765,1437724,2023-06-08,6501.91,Cash,Peru
6273389,1116694,2024-06-30,3800.72,Bank Transfer,Israel
6791260,1049597,2021-09-13,3076.48,Bank Transfer,New Caledonia
333129,103810,2023-01-10,1834.12,Bank Transfer,Hong Kong
2417590,1595707,2024-11-20,729.77,Credit Card,Seychelles
1592049,1977971,2025-06-24,280.66,PayPal,Mauritania
1531012,1219768,2024-01-03,30.18,Credit Card,Isle of Man
7144773,13256,2025-07-31,742.9,Credit Card,Taiwan
7809359,1665130,2024-01-21,104.84,Bank Transfer,Luxembourg
2487179,1304628,2021-11-09,182.57,Bank Transfer,Mongolia
4760766,1951430,2022-01-16,4288.66,Cash,Israel
6127581,271844,2023-01-16,5156.27,Credit Card,Estonia
2995856,1134207,2024-03-08,893.59,Credit Card,Ghana
275816,1035453,2023-02-05,1392.31,Credit Card,Benin
3820578,931623,2025-06-28,37.89,Credit Card,Djibouti
2814946,755853,2023-12-31,3694.97,Bank Transfer,Mauritania
2748936,1333511,2022-08-21,752.48,Cash,Uganda
4792646,806044,2025-06-04,0.0,PayPal,Colombia
7919344,1236777,2022-05-11,1397.98,PayPal,Niger
5925155,1237705,2025-07-04,0.0,Credit Card,British Indian Ocean Territory (Chagos Archipelago)
6721359,962111,2023-06-04,2061.25,Cash,Jordan
442818,49447,2023-06-29,355.56,Bank Transfer,Mozambique
5034281,1546227,2023-11-04,2312.67,PayPal,Bouvet Island (Bouvetoya)
2645873,666874,2023-07-18,1351.49,Bank Transfer,Nicaragua
1626351,1190741,2022-06-13,2497.79,Credit Card,Peru
1367062,755968,2025-07-22,548.2,Cash,Korea
3348932,173382,2022-02-28,2893.54,PayPal,Afghanistan
5436937,511135,2022-10-24,3234.47,Credit Card,Tunisia
1223310,948647,2025-07-16,3977.14,Cash,Croatia
5513232,285021,2023-03-16,524.23,PayPal,Timor-Leste
3605701,1709051,2021-09-27,0.0,Credit Card,Uruguay
7359700,99511,2023-10-07,3828.46,Bank Transfer,Bahamas
7455295,259771,2024-06-26,0.0,Cash,North Macedonia
7784910,302408,2024-03-14,1610.91,Cash,Austria
1100598,799554,2024-02-25,133.0,Credit Card,Maldives
3077775,1737328,2023-01-21,1263.42,Cash,Serbia
4243094,1844222,2023-11-29,1553.82,Cash,Bosnia and Herzegovina
568165,1606066,2023-07-22,4012.43,Credit Card,Thailand
2634167,1690269,2024-07-09,5011.93,Cash,United States of America
2109636,417711,2024-09-10,3264.06,PayPal,Cook Islands
3635549,474422,2023-09-12,741.0,Credit Card,Norfolk Island
3117166,1815140,2021-10-21,1586.6,Cash,Svalbard & Jan Mayen Islands
3509414,483035,2023-06-10,1192.24,Bank Transfer,Liechtenstein
5816642,733119,2023-03-30,0.0,Cash,Jersey
155743,1576679,2024-10-28,311.38,PayPal,Togo
6241649,1107614,2023-02-22,2291.5,Bank Transfer,Norfolk Island
7148119,1467335,2024-08-12,2813.78,Bank Transfer,Bolivia
3959361,100724,2023-04-24,163.77,Cash,Latvia
2854279,1186729,2023-10-22,3578.79,Bank Transfer,Saint Barthelemy
1447838,781988,2022-12-20,665.18,Cash,Slovenia
5608458,851039,2025-08-10,3370.14,Credit Card,Serbia
4731693,1782703,2023-08-17,3830.97,Cash,Guernsey
411651,1683350,2024-03-01,2539.31,Credit Card,Zambia
505869,1571529,2023-02-05,0.0,Bank Transfer,Mongolia
5736414,1173303,2022-03-12,1641.17,Cash,Greece
6127359,868415,2024-10-03,3470.38,Credit Card,Samoa
493857,1744615,2023-01-10,570.19,Cash,Mayotte
5984098,811905,2023-07-05,205.36,Credit Card,Luxembourg
7824900,1394314,2023-07-19,4094.01,Credit Card,Malawi
4219900,1716527,2025-07-30,2050.94,Bank Transfer,Armenia
6563211,832727,2024-02-07,434.45,Credit Card,Christmas Island
1324543,1972193,2024-09-05,3440.39,Cash,Italy
5624814,1251481,2021-10-21,2097.87,Bank Transfer,Kazakhstan
2729237,1718985,2023-05-24,1461.78,PayPal,Mauritania
6999956,94392,2021-11-15,2608.36,Credit Card,Montserrat
5927765,48317,2023-06-23,1576.35,Bank Transfer,Cayman Islands
3509078,1993390,2022-11-16,790.6,PayPal,Togo
4469262,1351523,2024-05-31,3162.62,Bank Transfer,Belize
4193444,1475807,2022-12-11,1648.09,Cash,Eritrea
5651142,1396407,2022-05-11,1002.64,Credit Card,Cameroon
2484256,1140969,2021-10-11,1374.24,Credit Card,Guatemala
7129785,1366957,2023-03-19,1239.15,PayPal,Iceland
3835461,1281779,2024-08-08,524.26,Cash,Benin
4164974,648448,2023-10-15,451.14,Credit Card,Guadeloupe
4575357,1707954,2021-12-27,1018.35,Bank Transfer,Slovenia
4843330,900573,2022-05-13,1632.15,Bank Transfer,Uganda
4669210,1894950,2022-09-15,2259.75,PayPal,Egypt
1464798,1740421,2021-10-05,525.34,PayPal,Thailand
5372162,1943924,2022-02-19,243.57,Cash,Ireland
3499933,253922,2025-02-26,2712.88,Credit Card,Saudi Arabia
6640796,202358,2023-03-03,3536.92,Cash,Saint Barthelemy
486248,307236,2023-05-09,1282.1,Bank Transfer,Bulgaria
5972853,286475,2023-12-23,510.6,Cash,Georgia
1591662,1729995,2022-12-11,201.25,Cash,Tuvalu
1311066,151303,2024-07-26,2734.7,PayPal,Congo
2512069,447207,2023-01-13,0.0,Bank Transfer,India
1516209,141524,2025-05-18,2187.95,Cash,Denmark
4477350,1662832,2024-08-21,4256.5,Bank Transfer,San Marino
3998588,727935,2025-04-16,0.0,Bank Transfer,Swaziland
2417971,423555,2023-07-12,1827.41,Bank Transfer,Cape Verde
4763239,876245,2024-06-06,1640.62,Cash,Liberia
679722,149069,2023-02-04,2310.95,PayPal,Yemen
3820954,1889194,2023-11-02,4269.77,PayPal,Grenada
4478092,536491,2022-03-25,581.27,Cash,Costa Rica
5010822,404568,2025-06-28,80.9,Credit Card,Zambia
7154038,1345912,2021-10-03,3086.89,PayPal,Guinea-Bissau
1007739,1841659,2023-08-23,1140.69,Bank Transfer,Croatia
353183,706628,2024-11-09,0.0,Bank Transfer,Timor-Leste
4715370,1396862,2022-03-31,1538.1,Credit Card,Saint Pierre and Miquelon
2828677,1462018,2022-09-10,751.8,Credit Card,Central African Republic
4374811,1838269,2025-04-26,60.85,Credit Card,Wallis and Futuna
7920886,1774530,2021-11-07,798.26,Bank Transfer,Zambia
2189123,1557412,2023-03-31,6197.56,Cash,Nicaragua
6547173,1583539,2023-04-06,2957.13,PayPal,United States of America
4867477,1385232,2023-02-08,1259.68,Bank Transfer,Jamaica
6073948,477739,2023-10-10,591.62,Credit Card,Spain
1540109,1748001,2024-04-10,0.0,PayPal,Paraguay
5142281,405547,2025-07-03,2231.66,Credit Card,Poland
243182,1180098,2024-08-04,4245.19,PayPal,Estonia
3283593,1060140,2021-12-17,0.0,Credit Card,Anguilla
5741750,1217569,2024-02-25,1877.44,Bank Transfer,Libyan Arab Jamahiriya
4704552,611665,2024-09-12,728.55,PayPal,American Samoa
5803306,446024,2024-11-09,3574.11,PayPal,Nigeria
5337049,1702356,2023-11-30,418.9,Credit Card,Armenia
3513034,457185,2025-01-03,4722.68,Cash,Nigeria
4484793,1594945,2025-04-10,0.0,Credit Card,United Kingdom
385680,409010,2023-04-18,1803.59,Credit Card,Japan
5457083,1478859,2025-07-24,2031.19,Bank Transfer,Lao People's Democratic Republic
6478647,988837,2022-09-22,2783.75,Cash,Taiwan
1221203,1852048,2025-08-17,2234.61,Cash,Saudi Arabia
580018,536013,2023-08-17,1371.25,Credit Card,Heard Island and McDonald Islands
1170188,861572,2022-09-05,3002.83,Bank Transfer,United States Virgin Islands
4399538,1701646,2023-01-03,935.66,PayPal,Timor-Leste
3247180,245070,2022-12-19,445.16,Cash,Togo
3129644,658590,2022-12-27,4299.82,PayPal,Guinea-Bissau
6484725,1790861,2024-04-01,858.74,Credit Card,Guernsey
7461301,1920807,2024-03-26,3636.03,PayPal,Ethiopia
5996673,984748,2023-09-26,4573.85,Credit Card,British Virgin Islands
1377996,1461082,2023-10-29,0.0,Bank Transfer,Iraq
1414261,897514,2025-06-13,634.0,Bank Transfer,Gibraltar
355027,375958,2021-11-07,644.72,Credit Card,Syrian Arab Republic
4240783,1966790,2023-04-05,756.18,Bank Transfer,British Virgin Islands
3991129,191814,2022-09-08,0.0,PayPal,Saint Helena
6783182,1025576,2025-08-12,0.0,PayPal,Lebanon
3355382,424645,2023-08-14,410.25,Bank Transfer,Mali
3036485,1618192,2022-11-24,2567.47,PayPal,United Kingdom
2153211,1665197,2022-02-14,819.64,Bank Transfer,Greenland
6723239,1337139,2022-11-01,1584.1,Cash,Slovakia (Slovak Republic)
953728,1840108,2023-03-18,4445.87,PayPal,Bahrain
995998,992222,2022-09-30,1648.59,Credit Card,Tunisia
3141810,547728,2024-10-06,406.06,PayPal,Ukraine
3764010,1766144,2024-10-22,5065.69,PayPal,Guam
3679608,848553,2024-04-08,845.13,Cash,Norway
3422726,877678,2022-04-20,3111.78,Bank Transfer,Hong Kong
2029397,1163141,2022-12-11,1399.89,Cash,Saint Kitts and Nevis
4986408,557084,2023-02-11,2158.41,Bank Transfer,Belgium
4046308,1419099,2024-02-09,887.43,PayPal,Mayotte
2742422,1886523,2023-04-25,1065.65,Credit Card,Sao Tome and Principe
7981718,1306649,2021-09-27,2836.2,Bank Transfer,Burkina Faso
6023851,122001,2024-03-15,2232.66,Bank Transfer,Portugal
3544689,771474,2024-11-23,1831.08,Credit Card,Martinique
149384,1880027,2022-06-20,1204.68,Cash,Nicaragua
5129345,383161,2023-03-27,1433.37,Credit Card,Nepal
5375194,1346663,2022-02-19,2523.82,Cash,Yemen
6323431,193359,2022-08-09,1268.6,Credit Card,Nepal
5076632,1797773,2025-02-28,2655.32,Credit Card,Thailand
3258922,1982965,2022-01-11,2362.2,PayPal,American Samoa
1420402,1079604,2022-04-04,1650.68,Credit Card,Kyrgyz Republic
4521251,1790338,2022-05-23,2360.93,Cash,Kyrgyz Republic
5286099,1494292,2024-04-05,1963.35,Credit Card,Vietnam
6155454,907557,2023-06-12,2114.5,Cash,Guyana
3593270,1645079,2022-02-19,2847.63,PayPal,Trinidad and Tobago
3771587,307878,2025-08-07,2133.23,PayPal,Dominican Republic
4930722,976909,2022-11-01,3254.72,Bank Transfer,Korea
3400161,533115,2025-02-07,2193.87,Cash,Saint Pierre and Miquelon
5138040,380944,2021-09-06,241.57,Cash,Holy See (Vatican City State)
942958,54499,2021-12-27,3105.23,Bank Transfer,Sri Lanka
2723672,1826807,2024-11-19,2389.3,PayPal,Afghanistan
420276,1518006,2025-07-01,3281.74,Cash,Namibia
7028253,878216,2023-09-27,5930.0,PayPal,Heard Island and McDonald Islands
182877,55757,2024-06-23,483.61,Credit Card,Moldova
6281156,277492,2025-03-01,2537.93,Credit Card,Mongolia
5913349,361062,2021-09-22,3035.48,Credit Card,Lithuania
3420679,1350349,2024-05-09,1964.74,PayPal,Senegal
5148750,355038,2024-03-28,5400.25,Cash,Gambia
4646328,624868,2024-10-29,0.0,Credit Card,Moldova
2096447,418500,2023-03-15,273.89,Cash,United Arab Emirates
1034622,495328,2024-12-07,2768.44,Bank Transfer,Togo
2813563,1096042,2023-02-28,3524.32,Bank Transfer,Austria
2082381,1172442,2023-11-14,1738.47,Credit Card,Albania
1598431,1278437,2024-04-09,1745.24,Cash,Slovakia (Slovak Republic)
5268390,804437,2022-05-12,363.39,Credit Card,Estonia
7055868,942025,2023-09-28,0.0,PayPal,Saint Kitts and Nevis
662960,1703641,2022-03-23,1864.55,Cash,Holy See (Vatican City State)
4777512,1933905,2021-11-17,2645.4,Bank Transfer,Western Sahara
4653620,231777,2025-03-25,3017.48,Bank Transfer,Eritrea
310624,1645983,2023-01-23,0.0,Bank Transfer,Suriname
4063273,935833,2023-09-22,1227.39,Bank Transfer,Trinidad and Tobago
3028229,225379,2025-02-28,1596.52,Cash,Equatorial Guinea
1633721,1180156,2021-12-30,1109.76,Cash,Mauritania
7198753,1658681,2022-02-08,171.32,Credit Card,Saint Pierre and Miquelon
6035649,1985150,2025-06-13,1372.97,Bank Transfer,Italy
6351603,1645542,2022-05-30,0.0,Bank Transfer,Liberia
6013328,659954,2021-09-04,527.24,Cash,Dominican Republic
163500,652852,2024-12-10,618.87,Bank Transfer,Guatemala
167523,263334,2023-04-05,2039.61,Cash,Austria
5845505,1795402,2024-01-06,0.0,PayPal,Montenegro
5418626,1131375,2023-06-12,2439.54,Cash,Turks and Caicos Islands
2973561,1797079,2021-11-06,3597.56,PayPal,Egypt
4421734,1483900,2023-01-14,1147.3,Cash,Comoros
2503040,1822683,2022-04-17,435.88,Credit Card,Jordan
3219253,1967398,2024-04-05,3763.0,Bank Transfer,Macao
2840981,1605636,2024-10-28,0.0,Bank Transfer,United States Virgin Islands
5484166,1362724,2024-02-26,213.1,PayPal,Djibouti
6208242,1223824,2023-05-31,1807.47,PayPal,Bangladesh
868194,231765,2024-07-19,0.0,Credit Card,Guernsey
4916436,323277,2023-04-11,3359.09,Credit Card,New Caledonia
6930387,1088331,2024-04-18,2684.79,Credit Card,Greenland
4454752,1342701,2024-12-13,3927.8,PayPal,Cambodia
2960593,199492,2021-12-07,1529.04,Bank Transfer,France
1028142,373511,2023-06-05,1054.48,Cash,Uruguay
4679631,430408,2024-06-01,1765.16,Credit Card,Saint Kitts and Nevis
2306965,496055,2023-08-01,4680.09,Cash,Faroe Islands
1149192,121925,2024-04-27,2995.89,PayPal,Algeria
7080529,1930104,2023-04-10,2599.09,PayPal,Sudan
1974081,1631254,2025-08-04,3291.24,Bank Transfer,Guinea-Bissau
5423353,1316746,2024-08-09,2296.46,Credit Card,Uganda
2152967,468171,2023-09-03,3213.2,PayPal,Germany
3106953,638030,2023-03-08,3150.3,Cash,Gambia
6702705,1290677,2023-10-29,236.97,Credit Card,United States Minor Outlying Islands
967513,1879726,2023-12-25,442.21,Credit Card,Cuba
4885385,755198,2025-05-28,883.94,PayPal,Cote d'Ivoire
7572342,35116,2024-08-05,1896.47,Cash,Holy See (Vatican City State)
3856180,1705055,2021-09-25,2169.52,Cash,United Kingdom
2576957,1209351,2022-02-09,1433.21,Bank Transfer,Serbia
3299419,1715217,2022-01-27,2329.03,Bank Transfer,Myanmar
5680488,993536,2023-05-26,3059.28,Credit Card,Greece
2535351,955155,2024-07-31,1386.0,PayPal,Guyana
362590,282408,2022-10-12,995.95,Credit Card,Anguilla
2708445,1984969,2024-12-28,3518.93,Credit Card,Uganda
1782593,974584,2023-01-27,1805.34,PayPal,Saint Lucia
6786992,348473,2023-01-16,240.52,Bank Transfer,Hungary
5903290,797595,2022-09-10,1127.89,Bank Transfer,Liechtenstein
5859414,539121,2022-12-13,1901.81,PayPal,Bermuda
796622,238768,2023-02-16,912.33,PayPal,Bahrain
5365796,26790,2022-05-24,402.57,Cash,Maldives
772718,1331695,2023-09-04,411.19,Cash,Guam
4817285,924385,2024-09-10,1602.88,Credit Card,El Salvador
5832852,1451399,2023-07-20,1257.16,PayPal,Falkland Islands (Malvinas)
6270074,769671,2021-09-08,2320.64,Cash,Guinea-Bissau
2058541,571384,2024-07-30,3836.49,Cash,Sri Lanka
4713032,425654,2022-10-11,2696.54,Credit Card,Norway
3684574,551643,2024-07-29,1192.58,Cash,Barbados
2374094,1044801,2025-02-02,1274.43,PayPal,Macao
7061878,1517326,2025-06-08,3293.63,Cash,Portugal
1786733,1563271,2024-07-23,0.0,Credit Card,Cote d'Ivoire
280061,354441,2022-02-04,1787.06,Credit Card,New Zealand
6051712,285583,2023-06-15,0.0,Cash,Iceland
2547372,104667,2022-09-10,1119.84,Bank Transfer,Honduras
1463399,1112428,2025-03-21,1346.39,PayPal,Christmas Island
3466014,771148,2022-10-28,1965.14,Cash,Saudi Arabia
4607902,895678,2024-02-15,1685.97,Bank Transfer,Germany
4201190,1804401,2024-05-05,1677.95,PayPal,Zambia
5970436,170144,2021-11-19,1812.15,Cash,Angola
4147754,735499,2025-06-27,1576.94,Cash,Central African Republic
2046130,879191,2021-09-02,1614.81,Bank Transfer,Holy See (Vatican City State)
4855101,592173,2023-08-13,6047.27,PayPal,Papua New Guinea
346862,1918557,2022-07-09,0.0,Cash,Niue
5181698,1439332,2023-06-03,2475.5,Cash,Paraguay
3998748,994938,2022-11-19,3134.45,PayPal,Kiribati
7489868,462940,2021-11-03,0.0,PayPal,Argentina
1581773,1141262,2022-08-16,0.0,PayPal,Russian Federation
7718513,585437,2022-11-14,2071.92,Cash,Andorra
7523634,422149,2022-05-12,0.0,Credit Card,Algeria
6327789,111399,2022-08-14,295.48,PayPal,Falkland Islands (Malvinas)
496723,572916,2024-05-23,748.71,Cash,Antarctica (the territory South of 60 deg S)
6480300,1926074,2025-03-09,525.13,Bank Transfer,Saint Helena
1675198,1998127,2024-12-12,1512.55,Bank Transfer,United States of America
2858465,647032,2023-01-06,2012.41,Bank Transfer,Ghana
6595736,686673,2022-06-10,1590.03,PayPal,Cyprus
4934847,1099916,2021-10-26,5732.09,PayPal,Turks and Caicos Islands
4135665,1103099,2023-08-22,2110.77,Credit Card,Cayman Islands
1968885,1309980,2023-07-11,4968.58,Credit Card,Iraq
6441567,583195,2023-04-24,472.35,Credit Card,Guadeloupe
1217632,1801959,2022-03-09,3629.75,Credit Card,Sudan
2859406,839025,2022-04-21,0.0,Bank Transfer,Tuvalu
4591584,1591441,2022-01-20,88.17,Credit Card,Iceland
4121592,28823,2024-04-08,428.96,Credit Card,Tokelau
7368669,1936804,2024-04-29,2993.93,Bank Transfer,Poland
7210564,542969,2023-12-12,679.17,Cash,Mauritius
1739584,719066,2023-06-17,2802.39,Cash,Liberia
3661995,885139,2024-08-31,1598.65,Cash,Tanzania
1423006,1157833,2023-06-01,1650.8,Bank Transfer,Canada
4187076,797921,2022-05-23,214.24,PayPal,Bulgaria
6621673,1808184,2023-03-17,1645.84,Credit Card,Saint Kitts and Nevis
4365305,1734909,2021-11-06,3107.95,Cash,Albania
2926020,679577,2024-03-11,582.84,Credit Card,Gibraltar
5280511,243774,2022-03-20,0.0,Bank Transfer,Bulgaria
3170348,1517627,2021-10-30,1606.2,PayPal,Guatemala
3602830,1464734,2022-03-21,1186.04,Bank Transfer,Korea
7450982,1059065,2025-04-15,2349.8,Cash,Bermuda
3843180,448651,2022-09-15,2306.96,Cash,Canada
6998708,300410,2022-05-21,2047.4,Credit Card,Greenland
4348008,1250844,2023-01-20,1719.8,Cash,American Samoa
7369571,1217611,2022-03-22,0.0,PayPal,British Indian Ocean Territory (Chagos Archipelago)
1063890,1862500,2024-09-13,1914.54,Credit Card,British Virgin Islands
2771232,332351,2024-10-12,1027.91,PayPal,Nauru
3527311,673931,2023-02-15,2251.0,PayPal,Cape Verde
3179916,333141,2021-10-06,1726.67,PayPal,Venezuela
5662531,660812,2023-02-26,4313.5,Credit Card,Philippines
7428958,677423,2022-07-19,1594.1,PayPal,Iceland
1091088,1324144,2022-06-08,2575.96,Cash,Romania
289101,1243443,2024-12-18,2680.79,Bank Transfer,Latvia
5994735,1727365,2022-06-27,794.35,Bank Transfer,South Georgia and the South Sandwich Islands
7711126,792076,2024-09-26,3551.09,Cash,Northern Mariana Islands
137359,1808830,2022-10-12,1122.55,Bank Transfer,Namibia
3968164,1190918,2024-08-28,5164.16,Cash,Christmas Island
5032233,580689,2022-11-11,676.38,Bank Transfer,Martinique
7252164,1406385,2025-08-15,1522.09,Bank Transfer,Guinea
3133966,629157,2025-07-02,1913.22,PayPal,Austria
187521,505369,2023-07-14,1991.02,Bank Transfer,Botswana
7358260,789525,2024-08-26,1890.36,Cash,Switzerland
352602,1548840,2022-11-15,0.0,Bank Transfer,Barbados
2162865,334320,2025-05-08,2690.43,Cash,Mali
137458,266393,2022-10-24,757.42,Cash,Sierra Leone
892010,136460,2023-04-20,2590.54,PayPal,Equatorial Guinea
7796198,570735,2023-06-16,1950.13,Bank Transfer,Mozambique
5698870,571884,2023-06-04,1182.32,Cash,Brunei Darussalam
7834936,1438161,2024-10-14,1668.2,Credit Card,Oman
3394297,883488,2024-11-19,2800.24,Cash,Saint Helena
2780706,10281,2022-04-23,1372.93,Bank Transfer,Faroe Islands
6015501,1745823,2022-05-15,2336.58,Cash,Guinea
3688297,17329,2024-05-17,676.59,Credit Card,Cuba
6262981,1976838,2023-11-27,2413.26,Bank Transfer,Singapore
5912245,723659,2022-10-11,1112.73,Bank Transfer,Barbados
5537401,1250216,2023-04-15,3951.02,Cash,Israel
7818521,1875963,2022-09-24,4843.56,Bank Transfer,United Arab Emirates
1925365,1989742,2022-09-14,5977.26,PayPal,Guinea-Bissau
660735,1727218,2023-12-28,0.0,PayPal,Belarus
5086136,1555167,2024-04-29,7368.85,PayPal,Bulgaria
4826203,820865,2023-03-12,2911.39,Bank Transfer,Qatar
4236164,1194662,2023-02-02,134.08,PayPal,Nauru
1770086,1267598,2024-02-15,169.56,Bank Transfer,Equatorial Guinea
6542259,192604,2023-06-16,1106.55,Bank Transfer,Russian Federation
708099,402111,2021-10-28,3990.56,Bank Transfer,Solomon Islands
794286,837322,2025-03-07,4021.97,Bank Transfer,Bahamas
4351361,1783803,2024-09-21,2669.35,Credit Card,South Georgia and the South Sandwich Islands
6619271,1797471,2023-12-02,421.04,PayPal,Anguilla
2267049,907679,2023-01-01,810.76,Bank Transfer,Saint Lucia
5884075,229565,2022-05-11,573.48,Bank Transfer,Papua New Guinea
6179891,1863576,2023-11-12,44.9,Cash,Chad
4923953,72076,2024-12-16,1779.48,Credit Card,Guinea-Bissau
6534749,190490,2022-11-15,995.5,Cash,Mauritius
3908918,323006,2021-11-11,1964.89,Credit Card,Barbados
5726771,366393,2023-09-28,2090.45,PayPal,Azerbaijan
7269849,1888271,2024-08-15,993.09,PayPal,Western Sahara
1873666,633881,2023-12-13,100.89,PayPal,Guinea-Bissau
1194510,824720,2023-05-13,54.44,Bank Transfer,Palestinian Territory
958025,249827,2023-09-16,2132.32,PayPal,Guinea-Bissau
4137604,1134114,2023-08-13,867.6,Bank Transfer,Algeria
5562957,696677,2023-09-07,2499.5,Credit Card,Honduras
3273023,1287994,2023-04-16,227.88,Cash,Togo
599866,1684800,2023-10-28,1692.03,PayPal,United Kingdom
1284637,1689584,2022-03-27,2697.97,PayPal,Pakistan
4295142,662427,2024-10-25,987.21,Cash,Armenia
284445,778659,2022-07-21,871.15,Cash,El Salvador
1016919,1754322,2023-03-10,5456.83,Bank Transfer,Heard Island and McDonald Islands
6545486,277377,2022-11-23,4887.17,Cash,Lesotho
364096,113037,2023-06-05,866.09,Bank Transfer,Serbia
1507399,837306,2025-07-25,1737.58,Cash,Saint Vincent and the Grenadines
6780375,1957530,2025-01-09,1282.1,Bank Transfer,Qatar
4951141,199064,2022-08-09,660.78,PayPal,Tokelau
1216903,299510,2021-10-14,1506.63,Bank Transfer,Ukraine
6608254,324626,2024-01-27,64.52,Bank Transfer,Kenya
1403318,1469560,2025-01-26,2177.16,Credit Card,Niger
1058466,21899,2024-05-15,1262.5,Credit Card,Turkmenistan
1407794,1300192,2023-06-26,1838.11,Credit Card,British Virgin Islands
1007037,1864739,2022-08-31,551.8,Credit Card,Macao
428405,1139809,2025-07-28,2731.04,Bank Transfer,Mozambique
5338920,901996,2024-05-19,2774.86,Bank Transfer,Guernsey
4149758,1925612,2021-11-15,3189.14,Credit Card,Taiwan
3908284,495834,2024-10-04,5441.62,Credit Card,Belgium
400932,1431449,2025-06-07,159.17,PayPal,Reunion
3134486,124902,2025-08-20,93.3,Credit Card,Bahamas
4355751,1198445,2023-04-17,0.0,Credit Card,Ecuador
6338771,1227479,2023-05-06,1069.64,PayPal,Mauritius
304243,1301561,2021-12-26,1078.43,Credit Card,Guam
6749030,1418118,2021-11-17,3462.32,PayPal,United States Minor Outlying Islands
7632690,1110432,2022-04-17,1561.71,Bank Transfer,New Caledonia
460274,158709,2023-11-03,626.7,Bank Transfer,New Zealand
854622,685300,2023-01-22,5428.0,Cash,Greece
2866869,900138,2023-04-17,1568.84,PayPal,Turkmenistan
5913441,1961503,2023-10-25,5107.2,Bank Transfer,Pitcairn Islands
4900777,1728324,2025-01-14,1997.4,Bank Transfer,Falkland Islands (Malvinas)
5813969,842532,2022-04-11,1285.15,Cash,Czech Republic
5764033,1905119,2023-02-23,3192.64,Bank Transfer,Botswana
2683948,372909,2022-04-05,80.83,Bank Transfer,Uzbekistan
2135028,342328,2023-10-29,62.78,PayPal,Canada
7360682,413856,2022-03-08,0.0,Bank Transfer,Sudan
6708430,1741045,2022-07-25,1604.25,Cash,Bouvet Island (Bouvetoya)
6051187,699982,2023-01-10,3666.43,Credit Card,Gambia
3488638,1612472,2021-09-07,1846.83,Bank Transfer,Saint Kitts and Nevis
2426437,1291735,2021-10-11,881.79,PayPal,Marshall Islands
2659035,1924291,2022-11-08,513.0,Credit Card,Micronesia
6200322,422381,2023-05-20,2907.01,PayPal,Christmas Island
2069682,1620468,2025-07-24,2657.49,PayPal,Anguilla
4911987,175158,2022-10-08,1532.69,Bank Transfer,Estonia
1141276,3960,2022-02-27,1092.6,Cash,Montserrat
5494571,1141021,2023-06-03,3421.2,PayPal,Jersey
3026093,1456561,2024-11-14,183.99,Bank Transfer,Russian Federation
581026,981438,2022-07-28,0.0,Credit Card,Antigua and Barbuda
4413941,1207619,2025-02-16,4064.95,Bank Transfer,Macao
1009303,1277470,2022-06-28,1278.69,PayPal,Iran
