product_id,product_name,category,price,stock_quantity,brand
3748,Medical Agent,Clothing,365.16,707,BrandA
3750,Out Know,Clothing,375.17,165,BrandB
3751,Wrong For,Electronics,337.48,487,BrandB
3755,Maybe Source,Beauty,134.41,848,BrandC
3756,Support Own,Clothing,46.34,768,BrandC
3757,Explain Set,Home,336.54,250,BrandD
3759,Anyone Space,Clothing,242.37,819,BrandA
3761,General Church,Home,180.43,653,BrandD
3762,Good Music,Books,293.02,87,BrandC
3763,Environmental Light,Books,474.14,154,BrandD
3764,There My,Clothing,27.43,659,BrandD
3765,Church Behavior,Clothing,229.71,185,BrandB
3766,She Huge,Electronics,254.91,308,BrandA
3767,Whatever Purpose,Beauty,307.3,390,BrandA
3771,Total Attention,Clothing,199.2,963,BrandB
3778,Top Once,Home,133.76,3,BrandD
3781,Old Safe,Beauty,355.79,609,BrandC
3782,Join Himself,Beauty,318.15,639,BrandB
3785,Somebody From,Toys,384.98,899,BrandC
3786,Quickly Likely,Toys,485.31,507,BrandB
3788,Your Draw,Books,309.6,829,BrandA
3789,Traditional Usually,Electronics,313.37,58,BrandD
3791,Song According,Books,284.01,368,BrandD
3792,Executive Add,Home,306.55,700,BrandD
3794,I Early,Home,97.77,213,BrandC
3796,Thousand Movie,Beauty,62.92,701,BrandD
3799,Mrs Information,Beauty,322.08,300,BrandD
3804,His Share,Books,37.93,141,BrandD
3805,Draw Financial,Clothing,391.7,978,BrandC
3808,Difference Where,Home,251.48,284,BrandA
3813,Especially Leader,Clothing,223.19,496,BrandC
3815,Skin Remain,Toys,281.77,521,BrandD
3819,Book Peace,Beauty,383.03,256,BrandD
3820,Before Agree,Electronics,242.68,123,BrandB
3821,Approach This,Toys,192.91,583,BrandA
3822,Popular Edge,Clothing,350.72,729,BrandA
3832,Page When,Beauty,97.05,544,BrandB
3834,Today Attorney,Beauty,289.11,118,BrandC
3835,Local Discussion,Toys,382.65,882,BrandC
3836,Lot Bag,Home,62.52,512,BrandD
3841,Again Instead,Home,452.45,790,BrandB
3843,Tend Me,Home,162.46,79,BrandA
3844,Read Test,Clothing,227.71,304,BrandB
3846,Couple Might,Toys,333.8,481,BrandC
3849,Face Act,Electronics,41.48,913,BrandC
3850,Per Southern,Electronics,222.32,69,BrandD
3852,Tv Stay,Home,331.67,147,BrandC
3854,Choice Heavy,Books,264.82,398,BrandD
3856,Compare Politics,Clothing,197.0,628,BrandA
3857,Tonight Page,Home,295.19,756,BrandB
3858,Best News,Home,433.26,788,BrandB
3859,Statement Congress,Home,97.77,367,BrandC
3860,Action Reflect,Electronics,399.14,246,BrandC
3861,True That,Books,190.76,640,BrandB
3862,Loss Program,Books,63.35,550,BrandD
3864,Theory Whose,Beauty,306.68,102,BrandA
3866,Style Dinner,Home,182.31,612,BrandC
3869,Board Discussion,Beauty,192.98,921,BrandA
3871,Part Behind,Electronics,362.05,807,BrandC
3872,Mission Network,Clothing,235.7,523,BrandA
3875,Certainly Rather,Beauty,158.37,232,BrandC
3886,Help During,Books,430.87,878,BrandD
3887,Meeting Change,Toys,99.67,465,BrandB
3889,Whole Drive,Beauty,80.37,985,BrandC
3890,Box Already,Home,475.62,353,BrandD
3891,There Hotel,Clothing,442.1,31,BrandB
3893,His Ok,Clothing,424.8,119,BrandC
3894,Nation Page,Beauty,342.67,596,BrandA
3897,Surface Agreement,Books,249.85,390,BrandA
3900,Born Time,Toys,235.58,917,BrandA
3905,Or Positive,Toys,58.96,143,BrandC
3911,Image Relationship,Clothing,131.81,873,BrandD
3912,Guess Government,Clothing,22.76,57,BrandD
3914,Window Poor,Home,107.23,930,BrandB
3915,Defense Event,Beauty,116.15,635,BrandA
3918,More Store,Beauty,24.64,4,BrandB
3922,Throw Detail,Beauty,461.47,285,BrandD
3923,Some Four,Electronics,245.81,439,BrandA
3925,Let Understand,Books,373.12,502,BrandD
3928,Lay Large,Home,130.06,896,BrandD
3929,City Win,Books,316.59,297,BrandD
3933,Range Include,Electronics,258.7,86,BrandA
3934,Tonight Color,Toys,85.22,666,BrandB
3938,I Republican,Toys,312.43,674,BrandB
3940,Assume You,Home,81.95,379,BrandD
3950,Particularly Instead,Clothing,315.0,287,BrandC
3952,Before Writer,Clothing,407.45,159,BrandA
3953,Of Doctor,Books,38.63,14,BrandD
3956,Order Factor,Beauty,491.04,421,BrandB
3957,Sell Such,Home,96.74,838,BrandB
3958,Security Newspaper,Beauty,222.51,118,BrandB
3965,Data Reflect,Home,209.18,893,BrandC
3968,Early Put,Books,379.87,673,BrandB
3970,Might Forward,Electronics,412.4,200,BrandB
3973,Report Simply,Clothing,239.67,581,BrandA
3974,Board How,Home,418.83,465,BrandA
3977,Myself Voice,Toys,409.37,48,BrandC
3978,Court Series,Electronics,445.9,409,BrandD
3979,Reality Son,Beauty,376.68,985,BrandD
3980,Wish Public,Toys,434.48,886,BrandB
3981,Could Member,Home,91.68,448,BrandD
3985,Unit People,Toys,431.38,951,BrandA
3986,Congress Notice,Home,346.72,516,BrandC
3988,First Adult,Beauty,68.52,854,BrandC
3991,Degree Crime,Beauty,146.61,266,BrandB
3994,Drop Road,Beauty,112.21,71,BrandA
3995,Little Area,Clothing,203.35,616,BrandB
3999,Down Charge,Clothing,137.53,540,BrandB
4000,Chair Stuff,Toys,47.55,937,BrandD
4001,Able Sure,Books,367.11,650,BrandD
4003,Notice Find,Books,142.51,795,BrandC
4004,Energy Fund,Electronics,90.41,508,BrandC
4007,Free Southern,Home,171.27,254,BrandD
4008,Son Station,Clothing,39.08,315,BrandB
4013,Energy Spring,Beauty,6.8,504,BrandA
4017,Join Her,Electronics,130.26,268,BrandC
4018,Section Father,Books,491.77,478,BrandC
4019,Their Pretty,Books,263.58,2,BrandB
4021,Assume Music,Books,35.86,891,BrandA
4022,American Top,Toys,133.94,730,BrandC
4024,Hold Also,Toys,143.61,100,BrandA
4028,It Office,Beauty,341.21,424,BrandD
4029,Near Left,Books,206.13,53,BrandB
4033,Choice Themselves,Electronics,256.33,689,BrandC
4034,Rather Market,Toys,173.02,957,BrandB
4036,Later Develop,Home,283.57,918,BrandC
4037,Rich Accept,Clothing,491.23,162,BrandD
4040,Yeah Approach,Books,348.89,555,BrandB
4043,Sit Blood,Books,356.95,831,BrandB
4046,Least Probably,Books,44.14,813,BrandB
4048,Four Interview,Toys,319.02,751,BrandB
4050,Once White,Clothing,29.69,332,BrandC
4051,Behavior New,Clothing,385.68,989,BrandD
4053,Eat Approach,Home,374.92,106,BrandB
4054,Budget Budget,Toys,341.64,55,BrandB
4056,Present Draw,Home,206.63,857,BrandB
4060,Next Rather,Clothing,134.59,626,BrandA
4062,Anyone Water,Toys,50.15,104,BrandC
4063,Collection Future,Books,218.73,806,BrandD
4065,Important Company,Clothing,456.9,370,BrandA
4067,Especially Five,Books,23.45,712,BrandA
4069,Accept Question,Books,498.71,781,BrandD
4070,Clear Nature,Books,208.63,221,BrandC
4072,Eight See,Books,489.12,33,BrandA
4076,Low Exactly,Clothing,251.14,156,BrandD
4077,Radio Lawyer,Electronics,358.25,363,BrandD
4079,Politics Month,Books,404.35,351,BrandB
4080,Professional Recognize,Beauty,399.57,487,BrandA
4081,Mention Explain,Home,250.62,272,BrandD
4083,Brother Case,Beauty,455.73,395,BrandB
4084,Summer Include,Clothing,425.33,146,BrandC
4085,President Style,Beauty,408.29,303,BrandB
4086,Discuss National,Electronics,208.53,617,BrandC
4087,Heavy Field,Books,385.03,552,BrandA
4095,Seek Manager,Beauty,27.83,10,BrandA
4096,Sell Determine,Home,388.63,475,BrandD
4097,National Your,Clothing,161.3,66,BrandD
4099,Increase Explain,Books,256.27,84,BrandA
4103,Tree Happen,Clothing,184.14,683,BrandA
4104,Behavior Child,Clothing,110.44,131,BrandA
4107,Its Because,Electronics,283.19,914,BrandA
4109,Usually Scene,Books,76.32,532,BrandC
4115,Top Prepare,Electronics,124.12,786,BrandC
4117,Other House,Books,394.7,65,BrandC
4118,Former Today,Clothing,61.98,916,BrandB
4123,Deep Economy,Home,221.36,228,BrandC
4125,Throughout List,Toys,42.54,902,BrandC
4126,Leg Glass,Toys,77.48,4,BrandB
4127,Information Policy,Home,382.79,227,BrandD
4128,Fall Onto,Toys,366.25,297,BrandA
4132,Series Red,Books,440.71,391,BrandC
4134,Modern Garden,Beauty,404.84,246,BrandA
4137,Perform Weight,Beauty,132.82,922,BrandA
4138,Though Everybody,Beauty,74.73,551,BrandC
4143,Simply Western,Toys,344.86,651,BrandB
4147,Thank Student,Toys,227.01,157,BrandD
4150,Hear Imagine,Home,39.45,41,BrandD
4151,Mrs World,Beauty,182.11,226,BrandC
4155,Necessary Compare,Electronics,472.59,179,BrandB
4158,Suffer General,Toys,252.17,489,BrandA
4159,Foreign They,Books,30.26,731,BrandA
4160,Speech Hand,Home,49.78,771,BrandC
4161,Past All,Clothing,311.52,741,BrandA
4163,Unit Sea,Clothing,237.72,526,BrandA
4164,Through Pretty,Clothing,165.11,886,BrandB
4166,Oil Factor,Clothing,317.72,882,BrandC
4167,Per That,Clothing,489.45,317,BrandA
4168,Dog Out,Books,18.94,340,BrandC
4169,Before Child,Beauty,154.59,950,BrandA
4171,Quickly Performance,Clothing,374.27,994,BrandA
4174,Already Then,Electronics,359.59,354,BrandB
4176,Small Table,Books,103.56,889,BrandD
4182,Situation Particular,Electronics,344.34,522,BrandD
4184,Increase Full,Clothing,17.17,880,BrandC
4187,Its Hope,Electronics,328.62,230,BrandD
4188,Choice Expert,Electronics,296.85,504,BrandA
4192,Professor Three,Toys,87.97,781,BrandC
4194,Concern Mother,Books,250.67,573,BrandB
4196,Mr Listen,Clothing,264.49,17,BrandC
4197,Natural Add,Toys,380.66,999,BrandB
4200,Type Nor,Beauty,17.57,198,BrandB
4201,Society Cup,Books,153.89,633,BrandA
4202,Wear Large,Beauty,137.43,285,BrandB
4204,Could Sure,Clothing,389.38,457,BrandD
4206,Fight Sister,Electronics,246.35,186,BrandA
4207,Property As,Electronics,318.14,95,BrandB
4210,Unit Herself,Electronics,84.22,804,BrandB
4211,Eat Beautiful,Books,174.37,57,BrandA
4212,Rule Expect,Home,237.26,338,BrandC
4214,Green Thing,Clothing,270.24,245,BrandC
4215,Entire Wear,Electronics,343.93,626,BrandA
4222,Education Bed,Electronics,261.72,181,BrandC
4229,Enough Around,Books,434.24,691,BrandA
4230,Pay East,Books,48.69,201,BrandC
4233,Enjoy Cell,Beauty,396.38,900,BrandD
4242,Understand Light,Books,121.91,597,BrandC
4243,Wish Seat,Clothing,434.52,437,BrandA
4245,Need Remember,Toys,427.51,1000,BrandB
4246,Western Your,Clothing,436.52,102,BrandA
4248,Clear Exactly,Toys,358.18,240,BrandB
4249,Message Health,Books,402.99,298,BrandC
4250,Surface Top,Electronics,399.27,109,BrandB
4251,Card Plant,Electronics,172.53,300,BrandC
4255,Far Remain,Books,378.55,961,BrandC
4256,Any Police,Clothing,317.52,151,BrandC
4258,Sister Man,Clothing,354.96,275,BrandC
4259,Commercial Responsibility,Books,71.86,440,BrandB
4260,Human Create,Clothing,490.01,746,BrandC
4261,Hand Role,Toys,119.38,135,BrandB
4262,Member Town,Beauty,204.35,562,BrandD
4263,Town Consumer,Toys,280.66,52,BrandD
4264,Know Lose,Electronics,310.42,105,BrandC
4266,Face Anything,Toys,182.49,265,BrandD
4267,Financial We,Clothing,351.82,598,BrandA
4269,Fish Human,Toys,390.21,384,BrandA
4274,Local Open,Beauty,35.63,550,BrandD
4280,Yeah Computer,Home,58.66,468,BrandA
4281,Success Spend,Beauty,178.8,708,BrandC
4284,White Wear,Electronics,153.08,717,BrandA
4285,Top Positive,Electronics,483.64,386,BrandD
4286,Easy Paper,Toys,22.26,603,BrandB
4289,Safe Physical,Toys,163.97,465,BrandC
4290,Cut Her,Electronics,239.14,862,BrandB
4291,Brother But,Clothing,51.06,754,BrandB
4297,Machine Attention,Books,136.58,733,BrandC
4298,Present Personal,Clothing,458.24,842,BrandB
4299,Field Various,Toys,123.84,689,BrandD
4300,Writer Treat,Electronics,361.24,930,BrandB
4305,He State,Electronics,242.44,199,BrandC
4307,Since Power,Toys,496.47,562,BrandA
4308,Visit Your,Beauty,266.5,856,BrandB
4309,Protect Daughter,Home,460.28,143,BrandD
4310,Season Instead,Books,30.1,266,BrandB
4311,Example Manage,Beauty,208.35,605,BrandD
4312,Be Affect,Toys,135.89,255,BrandC
4313,Party Life,Books,256.42,269,BrandC
4315,Wear Perhaps,Toys,499.92,268,BrandA
4318,Box Section,Beauty,57.01,441,BrandB
4319,Still Realize,Toys,225.36,92,BrandC
4320,Carry Writer,Books,450.21,531,BrandC
4323,Never Soldier,Home,68.84,321,BrandD
4326,Current Site,Electronics,496.08,831,BrandA
4329,Dream Shake,Electronics,402.21,570,BrandD
4330,Note Choose,Home,236.01,137,BrandD
4332,Yes Country,Home,295.61,45,BrandB
4337,Attack Simple,Beauty,323.16,342,BrandD
4340,Air Material,Electronics,96.44,685,BrandB
4342,Audience Land,Beauty,305.46,511,BrandC
4343,Result Campaign,Clothing,457.89,828,BrandB
4344,Whose Painting,Electronics,68.87,209,BrandC
4345,None Popular,Books,27.51,303,BrandD
4346,Guy Sometimes,Books,65.1,725,BrandA
4351,Fear Which,Clothing,102.21,262,BrandA
4354,Over Goal,Toys,67.74,97,BrandB
4355,Determine Democrat,Home,66.32,337,BrandA
4356,Just None,Books,14.5,747,BrandC
4358,Camera Exactly,Books,369.53,258,BrandD
4360,Peace Must,Books,43.99,76,BrandC
4363,Painting Wall,Beauty,422.82,253,BrandD
4366,Break Level,Beauty,183.23,179,BrandA
4368,Heavy Country,Toys,342.05,563,BrandB
4369,Budget Huge,Home,58.76,357,BrandD
4375,Available Resource,Books,53.45,396,BrandB
4377,Rule Meet,Electronics,171.18,145,BrandB
4378,Thing Item,Beauty,61.63,73,BrandB
4382,Sign Foreign,Home,306.87,347,BrandD
4386,Her Carry,Clothing,233.15,519,BrandB
4388,Tax Child,Home,108.91,2,BrandB
4389,Public He,Toys,202.13,801,BrandA
4390,Half Site,Home,93.05,252,BrandB
4391,Raise Feeling,Toys,10.4,955,BrandA
4399,Help Daughter,Books,133.6,554,BrandB
4400,Hold Firm,Toys,298.15,196,BrandC
4401,Last Reduce,Toys,214.49,0,BrandB
4402,Leg Thank,Electronics,330.04,900,BrandD
4404,Young Value,Books,272.54,438,BrandC
4406,Expect Push,Electronics,492.76,212,BrandC
4407,Similar Should,Electronics,435.23,567,BrandD
4410,Thank Everybody,Beauty,378.38,912,BrandC
4411,Factor Matter,Toys,354.39,459,BrandA
4413,Week Civil,Clothing,273.72,178,BrandD
4416,Here Meeting,Toys,244.18,500,BrandA
4418,Anyone Newspaper,Beauty,58.16,433,BrandD
4419,May Tough,Home,204.25,801,BrandD
4420,Scientist Watch,Electronics,450.43,936,BrandB
4424,Fact Popular,Books,411.12,73,BrandA
4427,Bit Wish,Electronics,433.45,326,BrandC
4430,Skill Energy,Toys,430.86,825,BrandA
4432,Center Establish,Home,198.92,257,BrandD
4433,Computer Maybe,Clothing,494.3,48,BrandD
4435,But Become,Home,45.32,40,BrandD
4439,Audience Quickly,Toys,38.88,735,BrandC
4440,Method Everyone,Home,181.82,52,BrandC
4445,Space Authority,Home,253.37,305,BrandA
4446,Learn Few,Books,301.42,26,BrandA
4449,Summer What,Electronics,477.15,486,BrandB
4450,Experience Power,Beauty,212.28,34,BrandD
4451,Loss Check,Books,108.61,756,BrandA
4455,Head And,Electronics,381.18,403,BrandB
4456,Man Make,Beauty,360.69,416,BrandA
4461,Statement Customer,Toys,399.38,639,BrandC
4462,Guess Give,Electronics,461.23,937,BrandB
4464,Visit Specific,Electronics,285.86,30,BrandB
4467,Religious Result,Books,444.47,389,BrandD
4470,Plant Media,Toys,402.23,336,BrandD
4471,Hundred Expect,Books,245.32,799,BrandB
4472,Person Successful,Books,435.48,565,BrandC
4473,Agree Nor,Home,253.02,729,BrandA
4474,Account Paper,Electronics,131.42,958,BrandC
4475,Inside Lose,Home,447.55,927,BrandB
4478,Land Available,Books,48.05,968,BrandC
4481,Trial Present,Beauty,388.89,100,BrandB
4482,Recently Respond,Beauty,423.94,216,BrandB
4484,Not Trip,Toys,336.05,880,BrandA
4486,Movement Early,Beauty,157.72,400,BrandB
4488,World Sure,Electronics,296.29,733,BrandC
4489,Scientist Whole,Books,122.28,126,BrandB
4490,Eye Order,Home,5.43,153,BrandB
4491,What Behind,Clothing,252.18,174,BrandC
4492,Food More,Books,480.17,849,BrandC
4494,Expert Road,Toys,299.81,596,BrandC
4495,Gas Article,Toys,470.04,146,BrandA
4496,Science Cold,Toys,399.55,710,BrandA
4499,Door Own,Home,198.7,863,BrandC
4502,Quickly According,Clothing,397.13,680,BrandD
4503,Identify Like,Electronics,64.42,195,BrandC
4504,Middle Seat,Books,254.35,312,BrandB
4508,Human Argue,Beauty,164.1,232,BrandB
4510,Human Effect,Clothing,77.91,657,BrandB
4512,Partner Truth,Beauty,486.57,190,BrandC
4523,Trip Us,Electronics,158.63,218,BrandA
4527,Church Against,Clothing,338.17,699,BrandB
4530,Resource Simple,Toys,125.19,638,BrandB
4531,Goal Need,Books,396.11,627,BrandA
4533,Consider Apply,Beauty,391.78,362,BrandD
4535,Grow All,Beauty,23.71,280,BrandB
4537,Woman Significant,Books,122.17,491,BrandC
4538,Health Fund,Electronics,290.8,233,BrandB
4539,Half Apply,Toys,137.25,707,BrandB
4541,Be Draw,Toys,163.94,479,BrandC
4542,Eat State,Home,381.62,12,BrandB
4544,Laugh Travel,Clothing,241.94,710,BrandD
4547,Lay Truth,Electronics,227.12,426,BrandB
4548,Put That,Clothing,129.98,836,BrandC
4549,Throw Occur,Toys,409.19,45,BrandC
4550,Finally Southern,Clothing,11.73,368,BrandD
4551,Add Buy,Home,28.04,211,BrandD
4552,Voice Learn,Electronics,143.52,271,BrandB
4557,Dog Dinner,Books,125.15,537,BrandC
4560,Toward Commercial,Toys,159.97,437,BrandC
4561,Support Class,Books,175.18,734,BrandB
4562,Heart Baby,Books,460.79,844,BrandC
4565,Other Family,Books,276.38,539,BrandC
4566,Start Let,Books,437.62,236,BrandD
4571,Age Subject,Clothing,89.68,625,BrandC
4572,Friend Price,Home,280.72,381,BrandD
4573,Interesting How,Books,369.64,676,BrandB
4574,Anyone Upon,Electronics,405.65,923,BrandC
4576,Production Upon,Electronics,184.85,306,BrandC
4577,Yet As,Home,372.49,652,BrandB
4579,Along City,Beauty,123.25,796,BrandD
4583,Series Grow,Toys,337.8,77,BrandB
4584,Cause Which,Beauty,132.23,50,BrandC
4585,Policy Perhaps,Beauty,113.98,519,BrandD
4586,South Say,Electronics,302.11,521,BrandD
4587,Evening Environmental,Electronics,297.61,863,BrandA
4588,Everybody Imagine,Beauty,78.72,185,BrandA
4592,Few We,Home,298.27,966,BrandA
4593,You Cut,Electronics,373.95,171,BrandA
4596,Himself Through,Beauty,292.09,334,BrandC
4597,May Tough,Beauty,205.63,23,BrandB
4598,World Listen,Clothing,257.04,112,BrandD
4599,Newspaper Kitchen,Beauty,225.01,184,BrandD
4601,Size Phone,Home,298.45,284,BrandB
4606,Point Public,Toys,16.63,178,BrandA
4607,Company Memory,Home,274.01,182,BrandC
4608,People Push,Beauty,369.47,960,BrandD
4613,Second Skin,Toys,286.72,319,BrandB
4618,Bank Bank,Toys,14.73,32,BrandB
4622,North Assume,Clothing,367.06,917,BrandA
4624,Ok Huge,Books,88.6,535,BrandD
4625,Time None,Electronics,382.71,72,BrandD
4629,Race Cut,Electronics,191.33,751,BrandC
4632,Look People,Home,425.4,440,BrandC
4634,Cup Assume,Books,220.79,491,BrandD
4635,Choice Beautiful,Clothing,489.57,639,BrandC
4638,Time Same,Clothing,390.56,4,BrandC
4643,Direction So,Books,126.65,520,BrandA
4644,Well Six,Beauty,138.99,977,BrandD
4646,Brother Low,Toys,296.0,879,BrandD
4648,Soon Allow,Electronics,297.08,453,BrandA
4652,Art Parent,Clothing,91.27,441,BrandC
4657,Close Into,Beauty,145.08,507,BrandD
4658,Hundred Member,Home,388.1,336,BrandD
4665,Doctor Amount,Toys,440.09,162,BrandB
4666,Month Return,Home,239.21,439,BrandB
4667,Chair Bag,Beauty,332.78,47,BrandC
4669,Challenge Also,Home,463.88,485,BrandC
4672,Chair Power,Beauty,33.77,311,BrandA
4674,Instead Take,Clothing,454.22,897,BrandB
4675,Us Push,Books,130.06,649,BrandD
4676,Father Assume,Books,312.72,321,BrandD
4678,Unit Event,Electronics,240.44,382,BrandD
4679,Property Current,Electronics,236.35,513,BrandB
4684,Senior Admit,Books,69.76,419,BrandC
4686,National Current,Home,52.46,272,BrandB
4687,Day First,Toys,154.01,10,BrandB
4690,Year Artist,Toys,164.35,89,BrandD
4693,Over Later,Books,238.48,163,BrandC
4695,Organization Million,Home,210.5,542,BrandD
4700,Beyond Chance,Books,415.55,711,BrandA
4702,Assume Live,Clothing,396.13,903,BrandC
4707,Once Safe,Home,31.66,74,BrandC
4709,Forward Not,Home,27.78,197,BrandD
4710,State Feel,Beauty,259.6,348,BrandD
4714,These She,Books,477.82,511,BrandB
4717,At National,Toys,307.34,543,BrandC
4720,Son Concern,Beauty,203.04,466,BrandC
4721,Provide Leave,Books,110.38,246,BrandA
4722,Student Interesting,Books,278.98,15,BrandB
4726,Avoid Hotel,Electronics,103.96,865,BrandC
4733,Sign Current,Home,295.53,433,BrandA
4736,News Congress,Electronics,379.52,414,BrandD
4737,Newspaper Enter,Beauty,147.37,944,BrandD
4739,Show Quickly,Beauty,88.53,997,BrandD
4745,Society Question,Electronics,25.96,211,BrandB
4746,Enter Information,Beauty,250.93,792,BrandD
4753,Write Lay,Electronics,163.36,208,BrandC
4754,Opportunity Worry,Clothing,248.94,331,BrandB
4757,Hour Director,Home,271.33,123,BrandD
4758,Term Focus,Home,403.24,808,BrandC
4759,Style Amount,Books,237.7,426,BrandC
4761,Half Mission,Toys,460.61,694,BrandA
4762,Beyond Letter,Toys,254.89,395,BrandC
4763,Traditional Else,Home,418.83,482,BrandD
4767,West Out,Books,105.09,702,BrandD
4770,Become Professor,Electronics,242.81,634,BrandA
4772,Leave Recently,Electronics,212.79,70,BrandB
4773,List System,Electronics,206.02,571,BrandC
4775,Southern Color,Toys,263.81,26,BrandD
4779,Story Response,Toys,105.11,202,BrandB
4780,Identify Compare,Books,16.28,32,BrandD
4781,Instead Modern,Home,181.28,81,BrandA
4782,Degree Personal,Clothing,479.66,535,BrandB
4783,Single Third,Electronics,419.97,721,BrandC
4784,Market Thousand,Beauty,488.3,791,BrandB
4786,Left At,Beauty,199.59,727,BrandC
4789,Anything Situation,Books,25.43,701,BrandC
4791,Win Lawyer,Toys,41.89,269,BrandB
4792,Treatment Situation,Electronics,475.29,76,BrandC
4794,Middle Above,Beauty,305.18,226,BrandC
4796,Story Sometimes,Toys,332.61,473,BrandA
4800,Material Fast,Electronics,355.34,615,BrandD
4801,Pressure Bill,Books,456.65,635,BrandC
4802,Firm Morning,Clothing,327.95,113,BrandB
4804,No Consider,Electronics,63.23,660,BrandD
4805,Push Score,Beauty,451.44,149,BrandC
4806,Appear Above,Home,219.24,156,BrandB
4808,Check Lay,Books,494.39,820,BrandD
4809,High Baby,Beauty,337.42,457,BrandD
4814,Deep Nature,Books,29.05,752,BrandB
4815,Card Imagine,Home,359.56,862,BrandB
4818,Present Why,Home,188.57,349,BrandB
4819,Forget Gas,Home,219.23,90,BrandD
4826,Seat Though,Clothing,458.62,757,BrandC
4827,So Strategy,Home,129.99,892,BrandC
4830,Run Move,Books,375.75,730,BrandD
4831,Upon Law,Toys,421.19,258,BrandA
4832,Image Tax,Toys,275.77,217,BrandD
4834,People Community,Beauty,385.64,772,BrandB
4835,Writer Tend,Home,294.03,487,BrandC
4837,Face Share,Home,360.85,831,BrandC
4838,Far Open,Home,270.37,637,BrandA
4839,Successful Many,Home,289.42,762,BrandB
4840,Little Myself,Clothing,133.02,555,BrandD
4842,Hospital Several,Books,369.5,692,BrandA
4848,Culture Certain,Electronics,367.13,130,BrandD
4849,Door Staff,Toys,388.49,305,BrandD
4850,Particular Develop,Beauty,464.76,964,BrandA
4854,Charge Wife,Books,77.09,958,BrandD
4860,Yes Road,Beauty,306.05,674,BrandB
4865,Why Than,Electronics,69.41,659,BrandD
4869,Factor Cold,Clothing,384.49,538,BrandB
4871,Consider Support,Books,234.98,273,BrandA
4872,Tax Game,Clothing,294.08,958,BrandC
4873,Best Fund,Home,110.58,728,BrandD
4877,Than Door,Beauty,173.39,412,BrandA
4879,How Little,Beauty,352.76,764,BrandA
4881,Hospital Create,Electronics,436.56,380,BrandC
4883,During Compare,Home,90.5,385,BrandD
4884,Leave Catch,Clothing,409.13,906,BrandA
4885,Area Together,Electronics,219.09,572,BrandD
4887,Off Size,Beauty,405.15,384,BrandD
4888,Coach Their,Beauty,309.78,952,BrandB
4890,Speech Bring,Clothing,387.53,826,BrandD
4892,Laugh Last,Electronics,442.67,878,BrandC
4894,Relate Station,Books,335.8,711,BrandC
4896,Wife Those,Books,129.99,852,BrandC
4897,Former Garden,Toys,161.01,549,BrandC
4899,Talk Mean,Beauty,453.33,373,BrandB
4901,Material Player,Beauty,241.3,866,BrandB
4904,Fly Anything,Toys,336.63,432,BrandD
4907,Economic Sell,Clothing,288.43,564,BrandD
4909,Know Focus,Electronics,40.13,90,BrandB
4910,Trade Network,Books,332.82,758,BrandB
4911,Pretty Expert,Electronics,455.57,228,BrandD
4913,Lay Moment,Toys,271.84,95,BrandC
4916,Part Need,Electronics,129.21,576,BrandC
4921,Point Song,Toys,354.08,931,BrandB
4922,More Education,Clothing,433.3,992,BrandA
4923,Herself Help,Beauty,344.71,491,BrandC
4924,Report Again,Books,241.36,173,BrandA
4930,Sport Since,Home,219.55,487,BrandD
4933,Drive Contain,Home,130.18,158,BrandD
4935,Require Choice,Toys,123.38,439,BrandC
4938,Try Whom,Electronics,74.01,817,BrandC
4939,Seek Toward,Toys,304.71,816,BrandD
4940,He Five,Home,147.34,368,BrandA
4941,Art Protect,Electronics,16.79,310,BrandD
4942,In Whatever,Beauty,184.91,31,BrandD
4948,Sing Perform,Electronics,475.83,455,BrandC
4949,Sound Listen,Clothing,45.41,413,BrandC
4951,Between Catch,Home,334.0,873,BrandA
4954,Drive Part,Home,188.69,567,BrandB
4955,Coach Base,Beauty,384.55,315,BrandA
4959,Five Ago,Electronics,211.72,88,BrandB
4963,Chair Every,Toys,253.92,902,BrandB
4965,Somebody Which,Beauty,324.37,329,BrandD
4966,Understand Visit,Home,37.74,312,BrandA
4970,Base Sort,Books,380.01,573,BrandC
4971,Increase Cup,Clothing,60.51,709,BrandD
4972,President Next,Home,303.11,631,BrandA
4973,Young Decision,Home,454.11,193,BrandD
4975,Sense Of,Clothing,294.65,247,BrandC
4976,Ever Difference,Electronics,115.61,21,BrandC
4977,Citizen Contain,Electronics,428.48,708,BrandC
4978,Mrs Throw,Home,472.09,692,BrandB
4979,Measure Well,Books,247.83,65,BrandD
4980,Safe Situation,Clothing,108.69,602,BrandD
4981,All Whole,Electronics,480.92,983,BrandC
4982,Point Similar,Toys,340.27,53,BrandC
4983,Across Ago,Beauty,69.37,335,BrandD
4984,Half Government,Books,474.69,242,BrandC
4985,Give Woman,Clothing,119.86,200,BrandB
4986,Song Describe,Home,262.65,247,BrandD
4987,International Media,Toys,100.76,68,BrandB
4992,Whether Discussion,Clothing,79.45,251,BrandA
4993,Create Throughout,Books,324.98,397,BrandD
4995,Art Himself,Home,205.24,999,BrandD
5000,South From,Books,199.27,245,BrandA
5002,Subject Factor,Electronics,381.62,965,BrandA
5004,Tax Low,Home,184.18,533,BrandD
5005,Congress Number,Beauty,485.56,735,BrandD
5011,Me Beyond,Clothing,172.68,832,BrandC
5016,Company Production,Clothing,400.58,263,BrandD
